"AOSNUMBER","City","County","State","Agency","Type of LEA","Summary","Type of Juris","Technology","Vendor","Link 1","Link 1 Snapshot","Link 1 Source","Link 1 Type","Link 1 Date","Link 2","Link 2 Snapshot","Link 2 Source","Link 2 Type","Link 2 Date","Link 3","Link 3 Snapshot","Link 3 Source","Link 3 Type","Link 3 Date","Other Links"
"AOS013152","Orlando","Orange County","FL","Orlando Police Department","Police","The Orlando Police Department uses the LexisNexis Accurint Virtual Crime Center investigative platform.","Municipal","Third-party Investigative Platforms","LexisNexis Risk Solutions","https://www.muckrock.com/foi/miami-beach-10561/public-records-request-information-sharing-interagency-agreements-159445/","","Miami Beach Police Department","","03/01/2024","https://www.documentcloud.org/documents/24444163-interagency_agrmt-miami_bch_pd___opd_for_lexisnexis_sharing","","Orlando Police Department","","","","","","","",""
"AOS013153","Palm Beach Gardens","Palm Beach County","FL","Palm Beach Gardens Police Department","Police","The Palm Beach Gardens Police Department uses the LexisNexis Accurint Virtual Crime Center investigative platform.","Municipal","Third-party Investigative Platforms","LexisNexis Risk Solutions","https://www.muckrock.com/foi/miami-beach-10561/public-records-request-information-sharing-interagency-agreements-159445/","","Miami Beach Police Department","","03/01/2024","","","","","","","","","","",""
"AOS013154","Pembroke Pines","Broward County","FL","Pembroke Pines Police Department","Police","The Pembroke Pines Police Department uses the LexisNexis Accurint Virtual Crime Center investigative platform.","Municipal","Third-party Investigative Platforms","LexisNexis Risk Solutions","https://www.muckrock.com/foi/miami-beach-10561/public-records-request-information-sharing-interagency-agreements-159445/","","Miami Beach Police Department","","03/01/2024","","","","","","","","","","",""
"AOS013155","St. Cloud","Osceola County","FL","St. Cloud Police Department","Police","The St. Cloud Police Department uses the LexisNexis Accurint Virtual Crime Center investigative platform.","Municipal","Third-party Investigative Platforms","LexisNexis Risk Solutions","https://www.muckrock.com/foi/miami-beach-10561/public-records-request-information-sharing-interagency-agreements-159445/","","Miami Beach Police Department","","03/01/2024","","","","","","","","","","",""
"AOS013156","Tallahassee","Leon County","FL","Tallahassee Police Department","Police","The Tallahassee Police Department uses the LexisNexis Accurint Virtual Crime Center investigative platform.","Municipal","Third-party Investigative Platforms","LexisNexis Risk Solutions","https://www.muckrock.com/foi/miami-beach-10561/public-records-request-information-sharing-interagency-agreements-159445/","","Miami Beach Police Department","","03/01/2024","","","","","","","","","","",""
"AOS013157","West Palm Beach","Palm Beach County","FL","West Palm Beach Police Department","Police","The West Palm Beach Police Department uses the LexisNexis Accurint Virtual Crime Center investigative platform.","Municipal","Third-party Investigative Platforms","LexisNexis Risk Solutions","https://www.muckrock.com/foi/miami-beach-10561/public-records-request-information-sharing-interagency-agreements-159445/","","Miami Beach Police Department","","03/01/2024","","","","","","","","","","",""
"AOS013158","Punta Gorda","Charlotte County","FL","Charlotte County Sheriff's Office","Sheriff","The Charlotte County Sheriff's Office uses the LexisNexis Accurint Virtual Crime Center investigative platform.","County","Third-party Investigative Platforms","LexisNexis Risk Solutions","https://www.muckrock.com/foi/miami-beach-10561/public-records-request-information-sharing-interagency-agreements-159445/","","Miami Beach Police Department","","03/01/2024","","","","","","","","","","",""
"AOS013159","Inverness","Citrus County","FL","Citrus County Sheriff's Office","Sheriff","The Citrus County Sheriff's Office uses the LexisNexis Accurint Virtual Crime Center investigative platform.","County","Third-party Investigative Platforms","LexisNexis Risk Solutions","https://www.muckrock.com/foi/miami-beach-10561/public-records-request-information-sharing-interagency-agreements-159445/","","Miami Beach Police Department","","03/01/2024","","","","","","","","","","",""
"AOS013160","Green Cove Springs","Clay County","FL","Clay County Sheriff's Office","Sheriff","The Clay County Sheriff's Office uses the LexisNexis Accurint Virtual Crime Center investigative platform.","County","Third-party Investigative Platforms","LexisNexis Risk Solutions","https://www.muckrock.com/foi/miami-beach-10561/public-records-request-information-sharing-interagency-agreements-159445/","","Miami Beach Police Department","","03/01/2024","","","","","","","","","","",""
"AOS013161","Pensacola","Escambia County","FL","Escambia County Sheriff's Office","Sheriff","The Escambia County Sheriff's Office uses the LexisNexis Accurint Virtual Crime Center investigative platform.","County","Third-party Investigative Platforms","LexisNexis Risk Solutions","https://www.muckrock.com/foi/miami-beach-10561/public-records-request-information-sharing-interagency-agreements-159445/","","Miami Beach Police Department","","03/01/2024","","","","","","","","","","",""
"AOS013162","Jasper","Hamilton County","FL","Hamilton County Sheriff's Office","Sheriff","The Hamilton County Sheriff's Office uses the LexisNexis Accurint Virtual Crime Center investigative platform.","County","Third-party Investigative Platforms","LexisNexis Risk Solutions","https://www.muckrock.com/foi/miami-beach-10561/public-records-request-information-sharing-interagency-agreements-159445/","","Miami Beach Police Department","","03/01/2024","","","","","","","","","","",""
"AOS013163","Tavares","Lake County","FL","Lake County Sheriff's Office","Sheriff","The Lake County Sheriff's Office uses the LexisNexis Accurint Virtual Crime Center investigative platform.","County","Third-party Investigative Platforms","LexisNexis Risk Solutions","https://www.muckrock.com/foi/miami-beach-10561/public-records-request-information-sharing-interagency-agreements-159445/","","Miami Beach Police Department","","03/01/2024","","","","","","","","","","",""
"AOS013164","Fort Myers","Lee County","FL","Lee County Sheriff's Office","Sheriff","The Lee County Sheriff's Office has access to the LexisNexis Accurint Virtual Crime Center investigative platform via a statewide contract managed by the Miami Beach Police Department.","County","Third-party Investigative Platforms","LexisNexis Risk Solutions","https://www.muckrock.com/foi/miami-beach-10561/public-records-request-information-sharing-interagency-agreements-159445/","","Miami Beach Police Department","","03/01/2024","https://www.documentcloud.org/documents/24444164-fort-meyers-accurint","","Fort Myers City Council","","9/21/2020","","","","","",""
"AOS013165","Bradenton","Manatee County","FL","Manatee County Sheriff's Office","Sheriff","The Manatee County Sheriff's Office uses the LexisNexis Accurint Virtual Crime Center investigative platform.","County","Third-party Investigative Platforms","LexisNexis Risk Solutions","https://www.muckrock.com/foi/miami-beach-10561/public-records-request-information-sharing-interagency-agreements-159445/","","Miami Beach Police Department","","03/01/2024","","","","","","","","","","",""
"AOS013166","Ocala","Marion County","FL","Marion County Sheriff's Office","Sheriff","The Marion County Sheriff's Office uses the LexisNexis Accurint Virtual Crime Center investigative platform.","County","Third-party Investigative Platforms","LexisNexis Risk Solutions","https://www.muckrock.com/foi/miami-beach-10561/public-records-request-information-sharing-interagency-agreements-159445/","","Miami Beach Police Department","","03/01/2024","","","","","","","","","","",""
"AOS013167","Yulee","Nassau County","FL","Nassau County Sheriff's Office","Sheriff","The Nassau County Sheriff's Office uses the LexisNexis Accurint Virtual Crime Center investigative platform.","County","Third-party Investigative Platforms","LexisNexis Risk Solutions","https://www.muckrock.com/foi/miami-beach-10561/public-records-request-information-sharing-interagency-agreements-159445/","","Miami Beach Police Department","","03/01/2024","","","","","","","","","","",""
"AOS013168","Orlando","Orange County","FL","Orange County Sheriff's Office","Sheriff","The Orange County Sheriff's Office uses the LexisNexis Accurint Virtual Crime Center investigative platform.","County","Third-party Investigative Platforms","LexisNexis Risk Solutions","https://www.muckrock.com/foi/miami-beach-10561/public-records-request-information-sharing-interagency-agreements-159445/","","Miami Beach Police Department","","03/01/2024","","","","","","","","","","",""
"AOS013169","Kissimmee","Osceola County","FL","Osceola County Sheriff's Office","Sheriff","The Osceola County Sheriff's Office uses the LexisNexis Accurint Virtual Crime Center investigative platform.","County","Third-party Investigative Platforms","LexisNexis Risk Solutions","https://www.muckrock.com/foi/miami-beach-10561/public-records-request-information-sharing-interagency-agreements-159445/","","Miami Beach Police Department","","03/01/2024","","","","","","","","","","",""
"AOS013170","West Palm Beach","Palm Beach County","FL","Palm Beach County Sheriff's Office","Sheriff","The Palm Beach County Sheriff's Office uses the LexisNexis Accurint Virtual Crime Center investigative platform.","County","Third-party Investigative Platforms","LexisNexis Risk Solutions","https://www.muckrock.com/foi/miami-beach-10561/public-records-request-information-sharing-interagency-agreements-159445/","","Miami Beach Police Department","","03/01/2024","","","","","","","","","","",""
"AOS013171","Largo","Pinellas County","FL","Pinellas County Sheriff's Office","Sheriff","The Pinellas County Sheriff's Office uses the LexisNexis Accurint Virtual Crime Center investigative platform.","County","Third-party Investigative Platforms","LexisNexis Risk Solutions","https://www.muckrock.com/foi/miami-beach-10561/public-records-request-information-sharing-interagency-agreements-159445/","","Miami Beach Police Department","","03/01/2024","","","","","","","","","","",""
"AOS013172","Palatka","Putnam County","FL","Putnam County Sheriff's Office","Sheriff","The Putnam County Sheriff's Office uses the LexisNexis Accurint Virtual Crime Center investigative platform.","County","Third-party Investigative Platforms","LexisNexis Risk Solutions","https://www.muckrock.com/foi/miami-beach-10561/public-records-request-information-sharing-interagency-agreements-159445/","","Miami Beach Police Department","","03/01/2024","","","","","","","","","","",""
"AOS013173","Milton","Santa Rosa County","FL","Santa Rosa County Sheriff's Office","Sheriff","The Santa Rosa County Sheriff's Office uses the LexisNexis Accurint Virtual Crime Center investigative platform.","County","Third-party Investigative Platforms","LexisNexis Risk Solutions","https://www.muckrock.com/foi/miami-beach-10561/public-records-request-information-sharing-interagency-agreements-159445/","","Miami Beach Police Department","","03/01/2024","","","","","","","","","","",""
"AOS013174","Sanford","Seminole County","FL","Seminole County Sheriff's Office","Sheriff","The Seminole County Sheriff's Office uses the LexisNexis Accurint Virtual Crime Center investigative platform.","County","Third-party Investigative Platforms","LexisNexis Risk Solutions","https://www.muckrock.com/foi/miami-beach-10561/public-records-request-information-sharing-interagency-agreements-159445/","","Miami Beach Police Department","","03/01/2024","","","","","","","","","","",""
